age,income,loan_amount,credit_score,late_payments,debt_ratio,employment_years,married,default
49,205.0,1783.0,677.0,1,38.2,20.0,1,0
56,239.0,2426.0,696.0,3,16.6,22.0,1,0
42,518.0,2776.0,671.0,2,43.6,23.0,0,0
58,420.0,2424.0,641.0,2,57.7,23.0,1,0
64,444.0,2757.0,579.0,1,,11.0,0,0
34,264.0,2770.0,619.0,3,43.8,29.0,1,0
62,262.0,1975.0,647.0,2,,2.0,0,1
48,499.0,2594.0,519.0,1,55.1,5.0,0,1
55,505.0,890.0,607.0,1,57.4,30.0,0,1
32,249.0,1912.0,640.0,2,19.6,15.0,0,0
51,226.0,1824.0,615.0,2,48.1,11.0,1,0
26,367.0,3348.0,643.0,2,23.9,20.0,0,0
41,284.0,2453.0,723.0,0,30.0,19.0,1,0
47,282.0,1199.0,733.0,3,51.9,25.0,1,0
21,230.0,2646.0,791.0,2,43.9,5.0,0,1
61,324.0,2882.0,549.0,2,50.7,19.0,1,1
64,241.0,2133.0,636.0,4,30.9,13.0,0,0
25,249.0,2718.0,768.0,2,59.7,23.0,0,0
47,416.0,328.0,530.0,3,50.3,,1,0
47,373.0,300.0,576.0,0,52.7,16.0,1,0
63,438.0,1316.0,621.0,3,29.0,11.0,1,0
63,182.0,2312.0,834.0,4,56.1,0.0,1,1
39,381.0,3349.0,592.0,2,38.2,19.0,1,1
49,629.0,1355.0,757.0,3,34.7,21.0,1,0
30,335.0,1560.0,668.0,2,49.5,7.0,0,0
47,479.0,2266.0,578.0,2,49.0,30.0,0,0
44,478.0,1831.0,894.0,0,31.8,30.0,0,0
58,484.0,1788.0,686.0,0,66.7,27.0,1,0
52,400.0,1884.0,700.0,0,63.8,11.0,1,0
20,448.0,3186.0,713.0,2,49.3,15.0,1,1
46,464.0,3037.0,707.0,0,47.2,0.0,1,0
32,456.0,2218.0,842.0,2,46.0,2.0,0,0
60,246.0,3441.0,813.0,1,23.4,11.0,0,0
22,175.0,2582.0,595.0,1,43.4,3.0,1,0
58,194.0,,831.0,2,43.2,9.0,1,0
25,348.0,1555.0,614.0,0,35.1,1.0,1,0
27,451.0,1710.0,696.0,3,38.3,28.0,1,0
46,247.0,1702.0,554.0,2,13.4,8.0,0,1
28,491.0,2135.0,753.0,3,28.8,2.0,0,0
56,320.0,2245.0,645.0,1,53.1,30.0,0,0
52,321.0,2443.0,578.0,1,62.8,19.0,0,1
61,280.0,3680.0,765.0,2,30.7,30.0,1,0
63,154.0,2741.0,785.0,0,44.2,19.0,1,1
43,408.0,1814.0,788.0,2,55.2,0.0,1,0
34,586.0,2198.0,548.0,0,35.8,4.0,0,0
51,372.0,3329.0,796.0,1,50.1,4.0,1,0
51,,2786.0,646.0,2,41.6,1.0,1,1
43,474.0,3319.0,834.0,0,56.3,14.0,1,0
60,185.0,1838.0,720.0,0,26.6,0.0,1,0
31,235.0,,690.0,1,28.7,20.0,1,0
58,351.0,1677.0,671.0,2,45.4,4.0,0,0
21,395.0,1899.0,669.0,1,43.2,6.0,0,0
22,259.0,1403.0,616.0,3,41.3,10.0,0,0
56,347.0,2421.0,585.0,3,48.9,25.0,1,1
36,466.0,2434.0,641.0,1,30.8,9.0,0,0
21,482.0,3204.0,765.0,2,25.6,1.0,0,0
21,530.0,880.0,558.0,1,36.0,29.0,0,0
47,609.0,1492.0,777.0,2,37.3,28.0,1,0
42,477.0,2804.0,681.0,2,38.6,27.0,0,0
56,354.0,2338.0,733.0,0,57.2,13.0,0,1
51,483.0,2234.0,737.0,2,51.2,23.0,0,0
52,436.0,3148.0,744.0,1,48.4,20.0,0,0
20,441.0,1443.0,672.0,1,44.7,4.0,1,0
38,401.0,1653.0,674.0,1,36.8,30.0,1,0
21,,1565.0,742.0,3,31.8,15.0,1,1
63,,690.0,587.0,2,27.6,24.0,1,0
45,368.0,2300.0,574.0,0,33.7,30.0,1,1
51,398.0,1808.0,633.0,1,41.5,1.0,1,0
25,298.0,1650.0,693.0,2,28.1,9.0,0,1
51,431.0,1515.0,824.0,2,44.0,30.0,0,0
23,630.0,2187.0,674.0,2,39.7,26.0,0,0
30,171.0,1601.0,830.0,3,37.2,17.0,1,0
36,450.0,2366.0,711.0,1,55.9,4.0,1,0
57,372.0,2544.0,634.0,4,12.5,16.0,1,1
43,434.0,1979.0,762.0,1,37.4,10.0,0,0
24,328.0,1928.0,651.0,0,13.8,4.0,1,0
53,362.0,2339.0,690.0,1,44.9,20.0,1,1
25,396.0,2178.0,563.0,4,51.1,23.0,1,0
41,344.0,3198.0,549.0,2,25.8,5.0,0,0
30,198.0,2439.0,714.0,1,27.3,26.0,1,0
35,352.0,3022.0,758.0,0,21.6,21.0,1,0
52,210.0,2658.0,826.0,0,42.8,15.0,1,0
28,458.0,1211.0,,4,37.9,4.0,0,0
25,156.0,1781.0,787.0,2,38.7,20.0,1,0
35,503.0,2164.0,775.0,1,37.6,23.0,0,0
48,432.0,2851.0,631.0,1,30.3,29.0,1,0
22,432.0,3646.0,781.0,2,55.6,15.0,0,0
39,120.0,1837.0,746.0,3,45.3,16.0,0,0
55,341.0,2241.0,761.0,4,27.8,8.0,0,1
38,518.0,2800.0,843.0,1,33.6,21.0,1,0
45,318.0,2157.0,758.0,4,31.5,24.0,0,0
22,251.0,3433.0,499.0,1,58.9,1.0,0,1
38,304.0,1189.0,696.0,2,50.5,18.0,0,0
39,372.0,2709.0,545.0,2,40.5,16.0,0,0
51,278.0,2701.0,682.0,0,62.5,4.0,1,0
26,528.0,3064.0,677.0,1,59.4,1.0,1,0
60,372.0,2247.0,623.0,0,39.2,10.0,0,0
52,313.0,2869.0,588.0,3,37.1,0.0,1,1
59,224.0,2013.0,628.0,2,37.7,8.0,1,0
58,438.0,1599.0,643.0,1,30.6,26.0,1,0
37,435.0,1490.0,659.0,0,62.8,24.0,1,0
59,285.0,1119.0,678.0,0,29.9,,0,1
20,112.0,1869.0,717.0,1,52.4,10.0,0,0
30,429.0,2434.0,645.0,1,50.3,26.0,0,0
47,358.0,2044.0,772.0,1,38.3,7.0,0,0
44,420.0,2348.0,667.0,1,63.7,12.0,0,0
42,615.0,3126.0,744.0,2,,30.0,0,0
50,377.0,1812.0,646.0,5,41.0,26.0,1,0
49,318.0,3955.0,889.0,0,36.1,30.0,0,0
61,242.0,2766.0,707.0,2,53.5,11.0,0,1
54,343.0,2052.0,801.0,2,46.2,8.0,0,1
26,399.0,2035.0,614.0,2,21.3,14.0,1,0
35,386.0,1444.0,634.0,1,56.9,4.0,1,0
45,587.0,2181.0,650.0,1,47.8,14.0,0,1
21,440.0,579.0,868.0,2,29.6,1.0,0,0
20,364.0,3142.0,653.0,2,37.8,14.0,0,1
31,295.0,300.0,604.0,2,26.4,30.0,0,0
24,412.0,2231.0,774.0,1,39.9,19.0,1,0
56,271.0,1342.0,675.0,3,43.8,2.0,1,1
51,402.0,1674.0,653.0,4,,9.0,0,1
28,438.0,1771.0,621.0,1,36.6,6.0,1,0
60,354.0,3644.0,709.0,4,22.6,9.0,1,1
54,304.0,1373.0,755.0,1,46.0,25.0,0,0
38,118.0,2886.0,733.0,1,18.9,9.0,0,0
35,517.0,3070.0,632.0,2,42.4,7.0,1,1
22,428.0,446.0,,2,20.4,12.0,0,0
39,431.0,1738.0,348.0,1,42.6,20.0,0,0
43,193.0,3313.0,594.0,7,41.9,1.0,0,1
52,546.0,1214.0,640.0,2,46.8,11.0,0,0
43,324.0,3099.0,665.0,0,52.3,8.0,0,0
30,345.0,2187.0,648.0,1,54.6,29.0,0,0
27,252.0,2154.0,894.0,3,22.7,0.0,1,0
55,166.0,2252.0,709.0,2,41.3,20.0,1,0
57,519.0,2457.0,571.0,2,66.1,11.0,1,1
59,534.0,1483.0,722.0,1,43.4,11.0,1,0
39,360.0,2005.0,701.0,0,32.0,2.0,1,0
54,298.0,2478.0,586.0,3,41.0,23.0,1,0
44,335.0,2333.0,693.0,3,37.4,7.0,1,0
54,338.0,2462.0,712.0,2,27.9,12.0,1,0
44,236.0,1661.0,752.0,0,52.4,27.0,1,0
48,345.0,2674.0,528.0,2,49.0,27.0,1,0
37,398.0,2295.0,722.0,3,26.0,16.0,1,1
65,502.0,1014.0,,1,40.9,19.0,1,0
37,382.0,1801.0,821.0,2,35.2,27.0,1,0
21,191.0,,572.0,5,22.8,30.0,0,1
54,422.0,1519.0,658.0,3,25.0,9.0,1,0
35,349.0,1843.0,666.0,4,26.8,14.0,0,0
60,544.0,2660.0,724.0,2,41.3,23.0,0,0
55,552.0,1730.0,657.0,2,36.5,24.0,1,0
52,556.0,2369.0,613.0,2,30.5,8.0,1,0
23,313.0,2246.0,687.0,0,37.3,17.0,1,0
52,619.0,1616.0,643.0,2,51.0,24.0,0,0
33,422.0,1941.0,715.0,5,46.3,,0,1
40,575.0,2849.0,605.0,0,54.0,26.0,1,0
39,320.0,2312.0,588.0,2,39.3,13.0,1,1
27,344.0,2612.0,775.0,2,61.2,10.0,1,0
26,413.0,3154.0,852.0,3,46.2,12.0,1,0
22,398.0,2526.0,816.0,1,36.1,15.0,0,0
36,531.0,759.0,664.0,1,43.1,13.0,0,0
52,352.0,2403.0,754.0,3,27.0,8.0,0,0
31,520.0,1736.0,615.0,6,38.3,8.0,0,0
41,468.0,3558.0,711.0,2,47.2,18.0,1,0
41,354.0,2499.0,623.0,0,49.3,4.0,1,0
65,459.0,1752.0,771.0,1,37.1,14.0,0,0
49,323.0,2625.0,760.0,1,150.0,28.0,0,0
57,662.0,2268.0,836.0,1,39.9,10.0,1,0
57,80.0,912.0,652.0,4,21.9,18.0,1,0
64,461.0,2847.0,796.0,3,56.6,5.0,0,1
27,168.0,1896.0,711.0,1,49.3,9.0,0,0
46,353.0,3265.0,676.0,5,44.8,15.0,1,1
46,370.0,2107.0,697.0,2,36.4,28.0,0,0
53,561.0,3279.0,806.0,0,46.7,4.0,1,0
40,297.0,2519.0,659.0,4,61.4,17.0,1,1
49,537.0,2931.0,664.0,3,44.4,18.0,0,0
52,239.0,1831.0,505.0,2,24.4,22.0,0,0
47,542.0,2465.0,658.0,0,1.0,9.0,1,0
52,323.0,905.0,691.0,2,46.6,9.0,0,0
24,389.0,2105.0,609.0,0,30.2,11.0,1,0
38,340.0,1087.0,589.0,1,40.8,20.0,1,0
23,534.0,1343.0,522.0,1,32.3,2.0,1,0
54,511.0,1532.0,623.0,2,31.4,3.0,0,0
36,433.0,2695.0,784.0,4,32.8,21.0,1,1
63,242.0,2089.0,551.0,0,33.9,23.0,0,1
47,294.0,2224.0,733.0,2,51.3,11.0,1,0
49,257.0,2069.0,740.0,2,48.9,6.0,1,0
48,110.0,3011.0,866.0,2,27.5,11.0,0,1
65,531.0,2203.0,753.0,3,,2.0,1,0
25,341.0,2387.0,746.0,2,46.5,17.0,1,0
54,339.0,1772.0,699.0,3,54.6,18.0,1,0
60,560.0,3062.0,670.0,0,54.4,4.0,1,0
56,323.0,3118.0,738.0,3,30.0,13.0,0,1
43,279.0,2172.0,770.0,2,53.9,22.0,0,1
48,353.0,1762.0,684.0,1,20.7,29.0,0,0
65,244.0,988.0,773.0,1,39.6,7.0,0,0
50,421.0,1549.0,901.0,4,47.8,21.0,1,0
54,335.0,575.0,676.0,1,17.1,14.0,1,0
52,319.0,1517.0,678.0,1,67.1,15.0,0,1
40,309.0,2468.0,,2,57.9,28.0,1,0
51,367.0,2162.0,681.0,2,49.8,17.0,1,1
42,,3942.0,768.0,2,30.4,10.0,1,1
52,318.0,1922.0,677.0,0,41.2,1.0,1,0
22,337.0,1863.0,685.0,5,51.5,9.0,1,1
37,370.0,2997.0,650.0,0,28.5,10.0,0,0
44,358.0,755.0,709.0,3,39.8,4.0,1,0
61,384.0,1089.0,630.0,3,52.9,26.0,0,1
50,299.0,2698.0,572.0,2,24.1,29.0,0,0
22,501.0,2053.0,706.0,4,46.0,20.0,0,1
59,392.0,2071.0,828.0,1,20.9,16.0,1,0
65,320.0,1497.0,647.0,1,30.7,0.0,1,0
43,421.0,2380.0,587.0,2,35.9,24.0,0,1
51,371.0,1594.0,823.0,3,48.2,13.0,1,0
41,172.0,2255.0,674.0,3,33.6,14.0,0,0
42,421.0,1331.0,746.0,3,43.5,6.0,1,0
21,258.0,2063.0,612.0,2,33.8,-1.0,0,1
46,492.0,3719.0,671.0,1,35.6,27.0,0,0
61,351.0,1881.0,782.0,1,57.0,15.0,1,0
21,474.0,2101.0,680.0,4,28.2,12.0,0,0
45,304.0,2048.0,681.0,1,,4.0,1,0
36,388.0,2331.0,551.0,1,42.0,2.0,0,0
59,525.0,,733.0,1,35.1,12.0,0,0
52,348.0,2393.0,607.0,2,27.4,18.0,1,0
28,309.0,2409.0,760.0,2,28.2,,1,0
62,459.0,2064.0,686.0,1,33.1,18.0,1,0
58,456.0,2275.0,693.0,2,40.2,16.0,1,0
48,,2040.0,732.0,5,49.2,10.0,1,1
61,142.0,841.0,700.0,2,38.4,26.0,1,0
45,307.0,4173.0,807.0,1,39.2,2.0,1,0
54,461.0,2746.0,795.0,0,41.0,28.0,1,0
44,287.0,1466.0,573.0,1,47.7,1.0,0,1
43,379.0,2373.0,656.0,4,49.7,23.0,0,1
32,301.0,1190.0,737.0,2,25.4,25.0,1,0
26,148.0,1829.0,595.0,0,38.6,13.0,0,0
55,299.0,1089.0,,1,56.7,25.0,0,0
64,461.0,2162.0,609.0,1,26.2,21.0,1,0
39,96.0,1014.0,661.0,1,42.9,20.0,0,0
20,410.0,2491.0,345.0,2,39.9,16.0,0,1
27,238.0,2712.0,581.0,4,35.2,1.0,0,1
65,453.0,1580.0,528.0,1,61.1,60.0,0,0
35,466.0,2321.0,762.0,2,42.4,22.0,0,0
33,359.0,1540.0,745.0,1,60.1,14.0,1,0
31,360.0,2584.0,692.0,1,42.1,11.0,1,0
42,283.0,1684.0,678.0,2,47.5,15.0,0,0
34,219.0,2792.0,714.0,2,35.1,15.0,1,0
47,584.0,841.0,590.0,3,35.2,6.0,1,0
53,276.0,1446.0,770.0,1,46.9,,1,0
21,568.0,1368.0,677.0,1,47.1,13.0,1,0
51,,2353.0,743.0,1,49.2,7.0,1,0
42,443.0,2616.0,740.0,2,46.5,19.0,1,0
41,243.0,2410.0,713.0,2,26.0,24.0,0,0
44,443.0,1818.0,695.0,1,32.3,23.0,1,0
41,341.0,300.0,689.0,2,52.2,18.0,1,0
41,342.0,2229.0,665.0,1,18.5,18.0,1,0
61,453.0,2791.0,709.0,1,45.5,27.0,0,0
25,324.0,4210.0,686.0,2,40.7,11.0,0,0
34,209.0,1882.0,631.0,1,52.2,8.0,1,0
62,471.0,1701.0,50.0,2,47.0,8.0,1,0
56,242.0,2440.0,692.0,3,34.0,28.0,0,0
52,442.0,2008.0,767.0,2,33.5,26.0,0,0
27,497.0,3157.0,525.0,5,35.7,4.0,1,1
63,335.0,1594.0,673.0,0,49.0,25.0,0,0
63,522.0,2013.0,612.0,1,14.4,29.0,1,0
24,438.0,2857.0,629.0,1,43.9,13.0,1,0
58,296.0,2431.0,715.0,2,31.4,0.0,0,1
23,548.0,3071.0,555.0,2,44.3,2.0,1,1
25,243.0,1873.0,681.0,3,46.1,10.0,0,1
64,335.0,3147.0,672.0,3,22.1,20.0,1,0
51,355.0,952.0,586.0,1,39.3,3.0,0,0
49,453.0,982.0,683.0,2,43.9,19.0,1,0
54,514.0,3159.0,609.0,3,43.1,0.0,1,0
59,506.0,2206.0,846.0,1,40.5,30.0,1,0
35,407.0,2891.0,766.0,2,27.3,5.0,1,0
32,346.0,2275.0,675.0,2,29.2,27.0,1,0
61,161.0,2195.0,635.0,1,25.5,9.0,1,1
49,222.0,1204.0,710.0,1,48.6,26.0,1,0
38,592.0,2180.0,731.0,4,40.6,3.0,0,1
36,160.0,3221.0,690.0,2,41.4,16.0,0,0
38,286.0,2243.0,589.0,3,21.5,25.0,1,1
47,517.0,2712.0,653.0,1,41.6,29.0,1,0
45,405.0,2691.0,676.0,2,49.6,21.0,0,0
56,491.0,1440.0,693.0,3,19.9,20.0,0,0
45,445.0,2843.0,695.0,2,35.6,4.0,1,0
42,556.0,1965.0,728.0,2,23.2,1.0,1,0
28,415.0,2005.0,777.0,4,37.0,0.0,0,0
31,460.0,3773.0,751.0,0,31.2,15.0,1,1
20,293.0,2648.0,717.0,1,46.6,6.0,1,0
20,450.0,1721.0,569.0,2,44.0,20.0,0,0
53,332.0,2248.0,765.0,3,57.5,2.0,1,0
51,326.0,2227.0,736.0,1,41.4,13.0,1,0
44,487.0,3465.0,650.0,0,46.1,21.0,0,1
59,488.0,2230.0,672.0,2,35.3,18.0,1,0
64,583.0,3856.0,675.0,2,28.8,15.0,0,0
20,575.0,1227.0,,3,,21.0,0,1
35,490.0,2176.0,530.0,1,56.9,5.0,0,1
58,,1628.0,581.0,0,50.5,29.0,0,1
24,599.0,1829.0,597.0,1,43.6,24.0,1,0
41,490.0,1845.0,513.0,1,30.3,23.0,0,0
48,288.0,1667.0,581.0,1,55.7,0.0,1,0
22,467.0,3498.0,761.0,1,49.0,6.0,1,0
31,256.0,18000.0,709.0,1,66.3,10.0,0,1
45,454.0,2502.0,592.0,3,28.1,24.0,0,0
35,222.0,1844.0,615.0,0,52.4,17.0,1,0
56,283.0,1688.0,768.0,0,48.6,8.0,0,0
41,465.0,2756.0,766.0,6,37.9,21.0,1,1
48,509.0,2425.0,676.0,1,58.4,2.0,0,0
33,419.0,2091.0,764.0,2,46.8,23.0,0,0
47,346.0,2606.0,609.0,1,30.8,22.0,0,0
24,126.0,2868.0,688.0,2,,27.0,0,0
49,355.0,2084.0,552.0,1,30.6,7.0,0,0
65,444.0,1610.0,641.0,2,36.4,7.0,0,0
24,342.0,1209.0,672.0,0,50.4,,0,0
31,377.0,2388.0,535.0,1,53.9,0.0,1,0
35,358.0,3825.0,717.0,2,44.7,28.0,1,0
45,341.0,1367.0,731.0,1,33.0,9.0,0,0
45,389.0,3025.0,751.0,3,46.6,14.0,0,0
40,347.0,1693.0,857.0,1,50.7,9.0,1,0
58,553.0,1844.0,703.0,2,18.3,25.0,0,0
55,115.0,2886.0,665.0,1,43.4,7.0,0,0
52,314.0,2009.0,542.0,1,39.7,20.0,1,1
49,276.0,2386.0,701.0,1,53.4,28.0,1,1
56,406.0,2372.0,,1,46.6,1.0,1,0
42,389.0,,562.0,2,47.8,17.0,1,1
29,575.0,2871.0,,2,36.2,1.0,0,0
24,614.0,2154.0,671.0,1,42.0,24.0,1,0
55,287.0,1159.0,712.0,2,53.3,29.0,0,0
53,380.0,1531.0,738.0,4,41.2,20.0,1,0
50,404.0,300.0,627.0,1,44.1,18.0,1,0
29,284.0,2239.0,686.0,2,23.6,30.0,1,0
38,455.0,3178.0,716.0,2,,21.0,0,0
51,351.0,1415.0,655.0,1,17.9,8.0,1,0
20,252.0,2639.0,636.0,1,35.8,26.0,0,0
24,346.0,2523.0,,1,42.8,24.0,1,0
64,260.0,1636.0,656.0,3,51.2,24.0,1,1
23,504.0,3352.0,574.0,1,30.0,26.0,1,0
35,608.0,1996.0,990.0,3,46.5,9.0,1,0
43,409.0,3708.0,583.0,0,59.6,29.0,1,0
35,393.0,973.0,662.0,1,34.3,26.0,0,0
21,398.0,1998.0,696.0,1,23.4,3.0,1,0
47,522.0,2087.0,706.0,0,45.5,20.0,1,0
51,519.0,2170.0,684.0,3,27.7,27.0,1,0
46,366.0,2737.0,435.0,3,32.2,29.0,1,1
39,410.0,4749.0,614.0,1,53.1,0.0,0,1
43,458.0,2541.0,694.0,1,64.5,10.0,1,1
